,cell_diameter,cell_length,doubling_h,growth_tmp,optimum_tmp,optimum_ph,genome_size,gc_content,coding_genes,rRNA16S_genes,tRNA_genes
Zotu25447,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu25448,-0.2609,0.2719,0.6378,44.23,44.94,6.391,2750000,42.55,2756,2.502,47.68
Zotu25449,-0.2876,0.3236,0.6248,51.71,54.15,7.064,2470000,47.51,2327,2.519,49.61
Zotu2545,-0.2497,0.3291,0.63,48.27,49.75,7.055,2690000,55.92,2797,2.782,51.19
Zotu25450,-0.3094,0.6305,0.3262,26.81,29.8,7.283,5710000,43.11,4149,3.039,41.84
Zotu25452,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu25453,0.002106,0.08859,1.014,28.9,28.2,6.322,6950000,55.3,5007,1.944,54.51
Zotu25454,-0.3911,0.4063,0.5201,39.8,40.13,6.953,3390000,41.82,3045,1.744,46.72
Zotu25455,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25456,-0.09736,0.3789,0.7531,46.07,48.19,7.261,896000,47.12,1030,2.226,43.5
Zotu25457,-0.2528,0.2451,0.3459,29.77,30,7.2,3730000,61.47,3287,3.081,54.51
Zotu25458,-0.09987,0.2699,1.382,27.36,30.41,7.183,6080000,64.41,4587,2.139,49.87
Zotu25459,-0.3582,0.141,0.9784,27.16,27.73,7.203,3340000,32.99,2919,5.25,68.25
Zotu2546,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu25460,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu25461,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25462,-0.2876,0.3236,0.6248,51.71,54.15,7.064,2470000,47.51,2327,2.519,49.61
Zotu25463,-0.3725,0.1003,0.8493,29.52,33.72,7.298,2630000,44.3,2367,2.402,44.23
Zotu25464,-0.09736,0.3789,0.7531,46.07,48.19,7.261,1140000,42.3,1130,2.226,43.97
Zotu25465,-0.04967,0.08857,0.717,46.49,29.75,7.877,8010000,71.73,6823,6.54,69.33
Zotu25466,-0.09736,0.3789,0.7531,46.07,47.66,7.261,3150000,52.66,2834,2.404,48.48
Zotu25467,-0.27,0.02491,0.4334,28.74,29.13,7.253,5840000,61.43,5619,2.302,51.96
Zotu25468,-0.1252,0.1766,0.6168,28.95,29.84,7.384,6350000,71.26,3777,2.166,49.16
Zotu25469,-0.06345,0.2879,0.2169,27.13,27.06,6.789,5630000,58.57,4188,2.668,56.24
Zotu2547,-0.1454,0.4097,0.8053,29.29,32.44,7.285,3930000,59.25,3489,1.489,45.52
Zotu25470,-0.3356,0.3669,0.7184,42.76,40.28,7,3590000,50.84,3194,2.111,48.76
Zotu25472,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu25473,-0.3093,0.177,0.6168,35.33,34.79,5.364,2450000,59.66,4057,2.232,49.27
Zotu25474,-0.2922,0.0049,0.7559,28.41,27.22,7.212,4370000,70.1,4431,2.195,48.2
Zotu25475,-0.2497,0.3291,0.63,48.27,49.75,7.055,2690000,55.92,2797,2.782,51.19
Zotu25476,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu25477,-0.3492,0.3496,0.9196,46.43,42.59,5.923,4810000,53.46,3027,1.668,47.69
Zotu25478,-0.3811,0.5213,0.3714,29.18,30.02,6.892,6050000,44.16,5868,3.509,53.25
Zotu25479,-0.08624,0.3032,0.7855,29.61,31.57,7.074,6610000,63.4,3690,3.289,51.42
Zotu2548,-0.3006,0.1497,0.4323,33.82,33.17,7.423,3220000,54.5,2901,2.543,48.53
Zotu25480,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu25481,-0.2988,1.096,0.5464,24.27,21.67,6.296,6260000,41.62,4540,3.249,51.23
Zotu25482,0.08168,0.1908,0.9977,31.28,29.47,6.084,7910000,64.22,5885,4.351,62.3
Zotu25484,-0.08441,0.05938,0.7752,29.85,29.34,6.915,5800000,69.53,4669,2.716,49.03
Zotu25485,-0.3584,0.5582,0.5464,29.37,32.61,7.207,4330000,41.88,3626,3.124,48.97
Zotu25486,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu25487,-0.3093,0.177,0.6168,40.96,34.79,5.364,2190000,59.66,4057,2.232,49.27
Zotu25488,-0.1349,0.07502,0.7286,31.72,31.43,6.693,4790000,55.86,3063,1.473,48.58
Zotu25489,-0.2848,0.225,0.6168,35.62,30.25,7.041,4910000,62.52,4057,2.232,49.27
Zotu2549,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu25490,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25491,-0.2117,0.1928,0.7559,27.73,27.86,7.459,8890000,70.72,6433,3.54,55.8
Zotu25492,-0.2497,0.3291,0.63,48.27,49.75,7.055,2690000,55.92,2797,2.782,51.19
Zotu25493,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu25494,-0.3505,0.1512,0.9745,34.34,38.88,6.077,5190000,59.04,4002,1.412,47.99
Zotu25495,-0.339,0.3364,0.3714,31.71,30.89,6.738,5740000,45.34,5831,4.091,57.48
Zotu25496,-0.334,0.3497,0.7175,32.25,40.46,6.883,5870000,66.62,4908,1.779,48.33
Zotu25497,-0.1883,0.08279,0.795,28.89,29.04,7.055,4430000,65.37,4321,2.013,50.16
Zotu25498,-0.2622,0.09056,0.7559,28.31,32.65,7.667,6870000,72.47,6435,3.539,55.81
Zotu25499,-0.1855,0.1459,0.9006,51.88,50.16,7.16,3820000,56.05,2978,1.788,48.15
Zotu255,-0.1067,0.1308,0.7286,28.71,31.09,6.123,5870000,57.43,2765,1.523,52.62
Zotu2550,-0.1944,0.1307,0.8099,28.83,30.37,7.161,4520000,62.98,4371,2.164,48.78
Zotu25500,-0.3505,0.1512,0.9745,34.34,38.88,6.077,5190000,59.04,4002,1.412,47.99
Zotu25501,0.08168,0.1908,0.9977,31.28,29.47,6.084,7910000,64.22,5885,4.351,62.3
Zotu25502,-0.2031,0.2924,0.9522,29.02,30.82,7.126,4120000,58.61,3917,3.069,50.85
Zotu25503,-0.2232,0.194,0.6168,42.3,40.65,7.06,4160000,61.64,3777,2.166,49.16
Zotu25504,-0.3342,0.5855,0.3262,27.87,29.8,7.283,7170000,43.11,4149,3.039,41.84
Zotu25505,-0.1969,0.3264,0.3714,28.62,29.28,7.213,5160000,45.02,4001,3.021,42.77
Zotu25506,-0.3169,0.1439,1.002,26.82,34.91,5.847,5340000,59.04,4002,1.412,47.99
Zotu25508,-0.3356,0.3669,0.7184,42.76,40.28,7,3590000,50.84,3194,2.111,48.76
Zotu25509,-0.1168,0.3541,0.9008,33.01,33.82,7.699,2370000,44.66,2517,1.925,44.7
Zotu2551,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu25510,-0.09008,0.1085,1.174,27.91,29.03,6.724,5180000,64.29,4607,2.254,50.38
Zotu25511,-0.3093,0.177,0.6168,35.33,34.79,5.364,2450000,59.66,4057,2.232,49.27
Zotu25512,-0.1204,-0.01159,0.7286,34.7,26.77,7.482,7630000,58.16,3658,1.423,47.9
Zotu25513,-0.1521,0.3022,0.7855,29.59,29.79,7.18,5820000,63.4,3690,3.289,51.42
Zotu25515,-0.1454,0.4097,0.8053,23.97,32.44,7.285,3930000,59.25,3489,1.489,45.52
Zotu25516,-0.1168,0.3541,0.9008,33.01,33.82,7.699,2370000,44.66,2517,1.925,44.7
Zotu25517,-0.1168,0.3541,0.9008,36.6,33.82,7.699,2370000,44.66,2517,1.925,44.7
Zotu25518,0.02466,0.1006,0.7559,28.34,30.3,7.06,8140000,72.34,5223,4.478,56.15
Zotu25519,-0.08487,0.4097,0.8053,29.29,31.02,7.632,3960000,57.86,3489,1.489,45.52
Zotu2552,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu25520,-0.09783,0.04525,0.7909,36.81,36.24,6.471,5070000,68.05,3933,1.988,46.52
Zotu25521,-0.3875,0.2621,0.8624,41.98,40.65,6.648,4590000,55.41,3118,1.903,47.56
Zotu25522,-0.1995,0.1002,0.7559,30.75,32.14,7.014,6600000,68.9,5475,2.967,51.6
Zotu25523,-0.1995,0.1002,0.7559,30.18,32.14,7.014,6600000,68.9,5475,2.967,51.6
Zotu25524,-0.1917,0.301,0.7789,29.86,30.34,7.192,4790000,56.93,3690,3.289,51.42
Zotu25526,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu25527,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3930000,55.8,2943,1.932,48.33
Zotu25528,-0.1556,0.4575,0.3714,26.77,21.12,7.125,5310000,59.13,4138,3.54,44.56
Zotu25529,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu2553,-0.3089,0.2763,0.5936,54.94,55,6.769,2590000,46.32,2501,2.26,48.93
Zotu25530,-0.3505,0.1512,0.9745,28.52,52.04,6.077,4220000,58.2,4002,1.412,47.99
Zotu25531,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu25532,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25533,-0.1457,0.6069,0.8953,30.64,31.56,7.548,6850000,63.07,5937,2.529,53.22
Zotu25534,-0.2409,0.1459,0.8557,54.36,54.46,7.356,4080000,57.81,3346,1.684,47.91
Zotu25535,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3910000,55.8,2943,1.932,48.33
Zotu25536,-0.1774,0.09056,0.7559,28.13,26.51,6.759,8830000,70.18,6435,3.539,55.81
Zotu25537,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu25538,-0.3094,0.6305,0.3262,26.81,29.8,7.283,5710000,43.11,4149,3.039,41.84
Zotu25539,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu2554,-0.3811,0.5213,0.3714,29.31,30.02,6.892,5200000,44.16,5868,3.509,53.25
Zotu25540,-0.06798,0.5798,0.8953,28.86,27.9,7.86,9690000,69.08,10100,3.565,70.55
Zotu25541,-0.3094,0.6305,0.3262,26.81,29.8,7.283,5710000,43.11,4149,3.039,41.84
Zotu25542,-0.1252,0.1766,0.6168,27.48,29.84,7.384,6350000,71.26,3777,2.166,49.16
Zotu25543,-0.2232,0.194,0.6168,42.3,40.65,7.06,4160000,61.64,3777,2.166,49.16
Zotu25544,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu25545,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25546,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu25547,-0.1216,0.262,0.7953,49.6,51.67,7.542,4850000,59.86,3211,2.041,48.85
Zotu25548,-0.1855,0.1459,0.9006,51.88,50.16,7.16,3820000,56.05,2978,1.788,48.15
Zotu25549,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu2555,-0.334,0.3497,0.7175,32.25,40.46,6.883,5870000,66.62,4908,1.779,48.33
Zotu25550,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu25551,-0.334,0.3497,0.7175,32.25,40.46,6.883,5870000,66.62,4908,1.779,48.33
Zotu25552,-0.1349,0.07502,0.7286,31.72,31.43,6.693,4790000,55.86,3063,1.473,48.58
Zotu25553,-0.1493,0.5362,0.8953,30.86,30.66,7.86,9380000,67.92,7465,2.645,57.6
Zotu25554,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3930000,55.8,2943,1.932,48.33
Zotu25555,-0.1457,0.6069,0.8953,30.64,31.56,7.548,6850000,63.07,5937,2.529,53.22
Zotu25556,-0.251,0.2404,0.7286,37.47,34.03,6.874,3540000,55.46,3692,1.918,48.95
Zotu25557,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu25558,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25559,-0.2288,-0.09343,0.4132,29.73,29.9,7.124,4180000,67.59,4005,2.164,48.09
Zotu2556,-0.334,0.3497,0.7175,42.7,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu25560,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu25562,-0.2409,0.1459,0.941,54.08,52.1,7.131,4080000,57.82,3346,1.684,47.91
Zotu25563,-0.1091,0.4132,0.3714,29.75,28.29,6.873,5670000,44.55,5771,3.71,54.77
Zotu25564,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu25565,-0.1493,0.5362,0.8953,30.86,30.66,7.86,9380000,67.92,7465,2.645,57.6
Zotu25566,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu25567,-0.09736,0.3789,0.7531,46.07,48.19,7.261,885000,47.05,946.5,2.226,42.76
Zotu25568,-0.1349,0.07502,0.7286,31.72,34.07,6.006,5020000,54.98,2765,1.443,50.55
Zotu25569,-0.251,0.2404,0.7286,37.47,31.34,6.874,4300000,58.35,4051,1.895,50.78
Zotu2557,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu25570,-0.3584,0.5582,0.5464,29.37,32.61,7.207,4330000,41.88,3626,3.124,48.97
Zotu25571,-0.1168,0.3541,0.9008,36.6,33.82,7.699,2370000,44.66,2517,1.925,44.7
Zotu25572,-0.1512,0.326,1.144,35.36,35.69,7.144,4530000,52.37,3938,1.902,49.88
Zotu25573,0.01559,0.1257,1.014,29.3,28.41,6.322,6270000,56.83,4988,1.618,54.21
Zotu25574,-0.08173,0.5796,0.7953,48.11,48.5,7.542,5820000,59.35,3830,2.354,48.45
Zotu25576,-0.2497,0.3291,0.63,48.27,49.75,7.055,2690000,55.92,2797,2.782,51.19
Zotu25577,-0.1891,0.7155,0.8772,28.23,28.75,7.548,1.20E+07,69.1,9073,3.197,70.64
Zotu25578,-0.2186,0.436,0.3613,46.73,50.8,7.081,3560000,48.45,3557,8.011,79.72
Zotu25579,-0.1493,0.5362,0.8953,30.86,30.66,7.86,9380000,67.92,7465,2.645,57.6
Zotu2558,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25580,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25581,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu25582,-0.3365,0.3497,0.7015,43.47,41.41,6.883,3750000,49.58,3117,1.903,47.56
Zotu25583,-0.2622,0.0205,0.7463,29.54,30.4,8.04,3260000,69.8,3374,2.492,49.31
Zotu25584,-0.2622,0.0205,0.7463,29.54,30.4,8.04,3260000,69.8,3374,2.492,49.31
Zotu25585,-0.2876,0.3236,0.6248,51.71,54.15,7.064,2470000,47.51,2327,2.519,49.61
Zotu25586,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu25587,-0.3356,0.3669,0.7184,42.76,40.28,7,3590000,50.84,3194,2.111,48.76
Zotu25588,-0.2283,0.2948,0.8352,35.1,33.95,6.96,3660000,51.84,3431,2.648,47.89
Zotu25589,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu2559,-0.2227,0.1311,0.1284,26.78,28.27,7.214,6390000,60.47,5156,5.608,70.33
Zotu25590,-0.1855,0.1459,0.9006,51.88,50.16,7.16,3820000,56.05,2978,1.788,48.15
Zotu25591,-0.3875,0.2621,0.8624,41.33,40.11,6.617,4770000,55.41,3118,1.903,47.56
Zotu25592,-0.04399,0.05994,0.7408,28.15,28.18,7.539,7300000,72.22,4806,2.777,49.58
Zotu25594,-0.2232,0.194,0.6168,42.3,40.65,7.06,4160000,61.64,3777,2.166,49.16
Zotu25595,-0.1445,-0.07633,0.717,27.86,28.18,7.436,8690000,70.29,7667,6.021,69.24
Zotu25596,-0.03839,0.2291,0.4521,39.5,59.42,7.787,3230000,68.01,3162,1.169,45.57
Zotu25597,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25598,-0.09987,0.2699,1.382,27.36,30.41,7.183,6080000,64.41,4587,2.139,49.87
Zotu25599,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu256,-0.04211,0.1713,0.6168,28.04,29.84,7.384,8560000,61.64,3777,2.166,49.16
Zotu2560,-0.1917,0.301,0.7789,29.86,30.34,7.192,5370000,56.93,3690,3.289,51.42
Zotu25601,-0.09736,0.3789,0.7531,46.07,48.19,7.261,1100000,45.42,1337,2.226,44.95
Zotu25602,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3930000,55.8,2943,1.932,48.33
Zotu25603,-0.3356,0.3496,0.767,43.46,38.31,6.728,4890000,50.66,3118,1.903,47.56
Zotu25604,-0.1032,0.2113,1.174,37,31.71,7.087,6800000,63.15,5855,3.134,58.92
Zotu25605,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu25606,-0.3437,0.4764,0.3714,28.83,27.45,6.927,7610000,45.83,5831,4.091,57.48
Zotu25608,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25609,-0.06798,0.5798,0.8953,28.86,27.9,7.86,9690000,69.08,10100,3.565,70.55
Zotu2561,-0.3006,0.1497,0.4323,33.82,33.17,7.423,2970000,54.5,2901,2.543,48.53
Zotu25610,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3910000,55.8,2943,1.932,48.33
Zotu25611,0.01352,0.04583,0.7752,27.77,29.35,6.87,4750000,72.87,4834,2.933,47.29
Zotu25612,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu25613,-0.2154,0.1863,1.118,23.84,23.81,4.853,5290000,60.11,3857,1.522,49.11
Zotu25614,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu25615,-0.1252,0.1766,0.6168,29.95,29.84,7.384,6350000,71.26,3777,2.166,49.16
Zotu25616,-0.09736,0.3789,0.7531,46.07,48.19,7.261,2210000,49.94,1973,2.226,46.08
Zotu25617,-0.08173,0.5796,0.7953,47.31,51.67,7.542,5180000,59.86,3211,2.041,48.85
Zotu25618,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu2562,-0.3434,0.4567,0.3714,30.02,30.23,6.635,5580000,44.7,5802,3.867,56
Zotu25620,-0.07537,0.3311,0.7855,30.05,32.41,7.017,6220000,66.92,5067,5.04,61.17
Zotu25621,-0.1252,0.1766,0.6168,29.95,29.84,7.384,6350000,71.26,3777,2.166,49.16
Zotu25622,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu25623,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu25624,-0.3365,0.3497,0.7015,43.47,41.41,6.883,3750000,49.58,3117,1.903,47.56
Zotu25625,-0.2409,0.1459,0.941,53.38,51.32,7.134,4280000,57.17,3255,1.706,47.96
Zotu25626,-0.1067,0.1308,0.7286,28.71,31.09,6.123,5870000,57.43,2765,1.523,52.62
Zotu25627,-0.1168,0.3541,0.9008,36.6,33.82,7.699,2370000,44.66,2517,1.925,44.7
Zotu25628,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu25629,-0.3335,0.3555,0.3714,31.21,34.84,6.791,5160000,43.37,4504,2.958,48.7
Zotu2563,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu25630,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu25631,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu25632,-0.1252,0.1766,0.6168,29.95,29.84,7.384,6350000,61.64,3777,2.166,49.16
Zotu25633,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu25634,0.01559,0.1257,1.014,29.3,28.41,6.322,6270000,56.83,4988,1.618,54.21
Zotu25635,-0.286,0.225,0.47,56.16,54.88,6.732,2410000,47.46,2627,2.931,55.02
Zotu25637,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3930000,55.8,2943,1.932,48.33
Zotu25638,-0.3365,0.3497,0.7015,43.47,41.41,6.883,3750000,49.58,3117,1.903,47.56
Zotu25639,-0.3006,0.1497,0.4323,33.82,33.17,7.423,2970000,54.5,2901,2.543,48.53
Zotu2564,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25640,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu25642,-0.3006,0.1497,0.4323,33.82,33.17,7.423,2970000,54.5,2901,2.543,48.53
Zotu25643,-0.09736,0.3789,0.7531,46.07,48.19,7.261,2210000,49.94,1973,2.226,46.08
Zotu25645,-0.3169,0.1439,1.002,26.82,34.91,5.847,6130000,59.04,4002,1.412,47.99
Zotu25646,-0.1168,0.3541,0.9008,33.76,33.82,7.699,2720000,44.66,2517,1.925,44.7
Zotu25647,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu25648,-0.334,0.3497,0.7175,32.25,40.46,6.883,5870000,66.62,4908,1.779,48.33
Zotu25649,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu2565,-0.2174,0.2087,0.2169,30,29.85,6.882,5040000,58.57,4188,2.668,56.24
Zotu25650,-0.1168,0.3541,0.9008,33.76,33.82,7.699,2720000,44.66,2517,1.925,44.7
Zotu25651,-0.3357,0.367,0.7184,42.76,35.85,7,2900000,42.91,3194,2.111,48.76
Zotu25652,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu25653,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25654,-0.08441,0.05938,0.7752,29.85,29.34,6.915,5800000,69.53,4669,2.716,49.03
Zotu25656,0.1673,0.1371,0.717,28.04,28.04,6.916,6200000,71.79,8403,3.216,61.6
Zotu25657,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu25658,-0.334,0.3497,0.7175,32.25,40.46,6.883,5870000,66.62,4908,1.779,48.33
Zotu25659,-0.251,0.2404,0.7286,37.47,34.03,6.874,3480000,54.97,3692,1.918,48.95
Zotu2566,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu25660,-0.1187,0.1412,0.7286,29.09,30.97,6.405,5820000,57.96,2765,1.523,52.62
Zotu25661,-0.08173,0.5796,0.7953,47.31,51.67,7.542,5180000,59.86,3211,2.041,48.85
Zotu25662,-0.3584,0.5582,0.5464,29.37,32.13,7.207,4380000,41.28,3626,3.124,48.97
Zotu25663,-0.2876,0.3236,0.6248,51.71,54.15,7.064,2470000,47.51,2327,2.519,49.61
Zotu25664,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25665,-0.1126,0.0365,0.717,28.09,29.86,7.284,9620000,70.9,7393,3.489,52.09
Zotu25666,-0.251,0.2404,0.7286,37.47,36.11,6.874,3730000,52.26,3281,1.918,48.12
Zotu25667,0.002106,0.08859,1.014,28.9,28.2,6.322,6950000,55.3,5007,1.944,54.51
Zotu25668,-0.1917,0.301,0.7789,29.86,30.34,7.192,4790000,56.93,3690,3.289,51.42
Zotu25669,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu2567,-0.2232,0.194,0.6168,42.3,40.65,7.06,4160000,61.64,3777,2.166,49.16
Zotu25670,-0.2876,0.3236,0.6248,34.8,54.15,7.064,1740000,40.74,1553,1.408,46.66
Zotu25671,-0.334,0.3497,0.7175,42.7,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu25672,-0.1944,0.1307,0.8099,28.83,30.37,7.161,4520000,62.98,4371,2.164,48.78
Zotu25673,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu25674,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu25675,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu25676,-0.3342,0.5855,0.3262,26.88,29.8,7.283,5770000,43.11,4149,3.039,41.84
Zotu25677,-0.3335,0.3555,0.3714,31.21,34.84,6.791,5110000,43.37,4504,2.958,48.7
Zotu25678,-0.3492,0.3496,0.9196,46.43,42.59,5.923,4810000,53.46,3027,1.668,47.69
Zotu25679,-0.2092,0.09797,0.7062,33.3,31.4,7.246,4310000,61.03,4142,2.045,48.02
Zotu2568,-0.359,0.05029,0.3235,27.21,31.29,7.265,3520000,62.23,3308,2.391,49.22
Zotu25680,-0.1532,0.1609,1.382,24.64,25.28,5.937,4060000,63.9,4412,2.162,49.97
Zotu25681,-0.2793,-0.08668,0.6882,35.62,32.27,7.076,5780000,66.93,5472,1.91,46.58
Zotu25682,-0.03654,0.07558,0.7752,28.29,28.78,7.114,5130000,72.87,4834,2.933,47.29
Zotu25683,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu25684,-0.3094,0.6305,0.3262,26.81,29.8,7.283,5710000,43.11,4149,3.039,41.84
Zotu25685,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu25686,-0.1493,0.5362,0.8953,30.86,30.66,7.86,9380000,67.92,7465,2.645,57.6
Zotu25687,-0.1168,0.3541,0.9008,33.01,33.82,7.699,2370000,44.66,2517,1.925,44.7
Zotu25688,-0.1204,-0.01159,0.7286,34.7,26.77,7.482,5170000,63.62,3945,1.318,54.16
Zotu25689,-0.1204,-0.01159,0.7286,34.7,26.77,7.482,5310000,58.16,3658,1.423,47.9
Zotu2569,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu25691,-0.1252,0.2544,0.6168,28.27,29.84,7.384,6350000,71.26,3777,2.166,49.16
Zotu25692,-0.2876,0.3236,0.6248,51.71,54.15,7.064,2470000,47.51,2327,2.519,49.61
Zotu25693,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu25694,-0.025,0.1628,0.3441,26.86,28.27,7.142,3330000,50.38,2948,1.1,42.66
Zotu25695,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu25696,-0.1448,0.2448,0.7062,26.62,27.53,7.337,4070000,61,4814,2.045,49.33
